UID,designer,tid,subcategory,Product Tag,Content weight,Style weight,Browse
3935,"h-manmaru,niushiu,skderhouse,una-handiwork,acuteaccent,yu-erin,mrprongs,stripes,panicjunkie,li-good,khacten-taiwan","1Lxdt72H,1T2v9F9z,1ZNSUOon,1fK1CzS_,1P0uiHRj,1PAciGSX,1JYfGg4f,1ES4YsDT,1y1QAlH6,1MHgI6Uf,1E8jsiYa","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,iPhone 週邊,鑰匙圈/鑰匙包,其他7","限量款,2way,髮飾,手工,項鍊,プレゼント,handmade,設計,シルバー,iPhone 週邊,鑰匙圈,ピアス　イニシャル,創意,design,手創,胸針,彫金,其他,復古,髮帶,手作",0.224578757074,0.775421242926,"1R9bzGId,1JucTUvY,1XS4MGD4,12sXrQ4o"
3936,"little-oh,touch-and-catch,hanaasi,missbear5420,mushroomsfish,bluebirdfelt,duckplayground,kayopan,dollysdrawing,oldnewlady,evanwuuu,lhw1018,liuyuzhen","1lek6r_N,16Ap7FBk,1e3k4Rk9,1Q3k3juv,1Jkhlbjx,1yFkoT28,10fR8oSx,11BYSBE8,1OP5Uj2Q,1m7urVqg,1URmMujx,1gx8X56Q,1EUspLZO","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,戒指,項鍊/墜子","博美,雪納瑞,訂婚戒,項鍊,胸章,木目金,創意,可愛,客製,愛,婚戒,natural系列,handmade,客製化禮物,玫瑰,髮飾,狐狸犬,馬爾濟斯,限量款,手工,馬卡龍,禮品,項鍊/墜子,貴賓,設計,小狗,羊毛氈,動物,我愛你,粉紅,復古,禮物,音樂緞帶吊飾,耳環,別針,柴犬,design,植物染,手作",0.36409889493,0.63590110507,"1arVNchO,1qd9YnHs,15i6j6AL"
3937,"peopletutu,missvirgo,gokudera,leatherprince,boytricks,myfifille,annie-shih,monnamonna,yo-pop","1L2iiPgy,1FjbBmGX,1Rb3HVVS,1iHbZGui,11nfQylX,1b1a9nBE,1PWuDfbZ,130kVr1G,1yMDy9mt","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,廚具,項鍊/墜子,果醬/抹醬","cute,水果,紅,項鏈,項鍊,甜點,蕾絲,紅拼金,yellow,sailor,design,水手結,華麗,花飾,情人節,雪紡,braided,bagcharm,復古銅,keychain,jewelry,miniature,繩結,無添加,handmade,皮,玫瑰花,玫瑰,可愛,胸針,飾品,英倫,限量款,手工,皮革,food,禮品,純天然,手工皮革,設計,leatherprince,金,兩用,charm,獨家設計,健康,unique,客製化禮物,penguin,項鍊/墜子,吊飾,禮物,leather,陶瓷珠,手鏈,原味,創意,編織,rope,bag,手織,美食,黃色,生日,廚具,手作",0.139128405968,0.860871594032,1BDHUUPt
3938,"manahk,septemberroom,handmadebysherrychan,pipilala,oldnewlady,bless","1fi5H976,1MzRID9q,1M4rdmES,1PKe263E,1XpOvAu_,1WaLyDwZ","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,洋裝","cute,birthdaycake,pandant,color,sweet,embroidered,hair,cake,生日快樂,fashion,可愛,candle,chic,girl,braid,happybirthday,metalwork,蠟燭,girly,natural系列,頭髮,handmade,蜂窩,輕熟髮束,玫瑰,時尚,pretty,胸針,orange,橙色,minimal,honeycomb,mini,woman,手工,皮革,handpainted,刺繡,設計,necklace,brooch,birthday,手工皮件,pendant,辮子,unique,禮品,women,車鑰匙,design,禮物,enamel,gift,leather,hips,cool,耳環,創意,lovely,bee,別針,女孩,首飾,蛋糕,手工製造,生日蛋糕,jewellry,生日,皮件,手作",0.549076650373,0.450923349627,0
3939,"coucoubird,nike19830407,phancy,cozyelephant,diiid333","1SizDMal,1XewVMr4,1Gor1UM1,1kAKjB8x,1qiY7gZ2","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,上衣 (女)","花兒,項鍊,黃銅,鑰匙圈,創意,可愛,鑰匙包,別針,蝴蝶結,繽紛,復古,真皮,姓名,優雅,限量款,手工,設計,獨一無二,溫暖,藍色,行走的艺术,客製化禮物,瑪瑙,鋯石,悠閒,髮夾,防雨,皮件,手作",0.893307296154,0.106692703846,"1fn1gABZ,1ZK6MctY,1vc4wft2,1hYyUZeM"
3940,"ricamo-accessori-poco,kingandsharlene,beingoflove,kimmidoll,colorday,mb-b,kokolovesdessert,serenas-tree,apus-box,jo2handmade,pdl","1xPXwi43,1aMTjZz3,1Fm8hjmY,1Q3Wujux,13H7f8l8,1zhP5jXD,10nOQfjG,1iTukeEn,1nwzG3Dy,1BSbziJv,1uXZgW2R","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,陶器/陶飾,胸針,項鍊/墜子,印章,髮飾,名片夾","lace,貓,古銅,繽紛,親子款,優雅,bridal,藍,貓咪,02。糖果石系列,ブローチ,藍色,headpiece,刺繍,頭飾,夢境,髮夾,手作,項鍊,彩色,hair,動物園,design,浪漫,華麗,夢幻,黑貓,聖誕禮物,embroidery,純銅,a02純銅鍍色,生日禮物,七夕禮物,手工,brooch,心願,山,我愛你,畢業禮物,故事,許願,可愛,b01項鍊,童話,質感,帽子,花,胸針,beingoflove,白色,禮品,fascinator,交換禮物,宇宙,動物,水滴形,七夕,吊飾,和福娃娃鑰匙圈,奇幻,cat,星星,獨家,情人節,mountain,手工大腸圈,小資,handmade,蝴蝶結,髪箍,月亮,禮帽,髮飾,飾品,星星　星芒　可愛　好看　新年禮物　慾望清單,帽,色彩,橡皮章,渲染,名片夾,禮物,星空,別針,結婚,女孩,鮮艷",0.773168233577,0.226831766423,"1B232jII,1L5bkjcp"
3941,"littlebrilliantdays,regolith-f,dooors,filter017,superbunny,gabrielatierra","1tVAQjJL,1tz1cua9,1bWx8gvS,1TUqGc2Q,1fCz6QKZ,1veqqruX","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,耳環","項鍊,鄉村,文藝,鑰匙圈,創意,純銀商品,design,軟陶,filter017,森林系,胸針,限量款,手工,禮品,設計,客製化禮物,禮物,natural,設計鑰匙圈,耳環,髮夾,手作",0.159720654861,0.840279345139,0
3942,"shikka,muse,arielsbouquetandbear,garden-no5,ui,luziddesigns,daffodil-handmade,rabbitponyo","1bISlvIA,1wagnt14,1ZxLxVU3,1OsIJzwn,1N5SDKE0,1hhecvVa,1lg0ZM3O,1kQZKq7L","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,戒指,胸針,Android 週邊","玫瑰金,黃銅,創意,design,天然石,珍珠,香港,雲石紋,handmade,自然風,玻璃珠,花冠,獨特,手機殼,手工,禮物,禮品,設計,藍色,時尚,珠,耳環,大理石紋,可愛,手作",0.803984354396,0.196015645604,0
3943,"omhandmade,maritakigawa,mithx,chuhsien,chodoii,soandso,64design,moya,ippi,oldnewlady,tottotyama,babycat,silverbreeze,iammissj","1CmsdGdN,1uhGvEqn,1HwGiHiW,1umd6Njj,1eCySX38,1u2fXB8o,1HwieELi,1li99vF4,13yeIM1p,1ZXbn3q6,13RcnRoG,1FiW67Sy,1c4vMmFe,14va9jac","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,鑰匙圈/鑰匙包,項鍊/墜子,耳環","菇,項鍊,simple,handmade,簡單,紗麗,禮品,創意,限量手工,公平交易,日系,森林系,鑰匙包,棉麻,手工織,多彩,聖誕禮物,兔子,皮,青古銅,鯊魚夾,手捻麻繩,琉璃,可愛,胸針,森林,低調奢華,生日禮物,限量款,旅行,黑色,手工,項鍊/墜子,菇類,silverbreeze,布偶吊掛飾/鑰匙圈,交換禮物,設計,漸層,黑,香菇,手捻線,手捻,黑膽石,父親節,客製化禮物,白k,簡約,鑰匙圈,禮物,运气,耳環,長鍊,編織,紗麗線,別針,鉤針,情人禮物,嬉皮,design,生日,黑玉髓,手作",0.426665898905,0.573334101095,"102VTgSu,1fdrTLLo"
3944,"loopy,bluewaters,heartmademacau,itsocool,karler,chinling0419,psychesholia,bluewaters,vulcanjewelry","1HkbBk6r,1ceAJ3LI,1q7uHC0Z,1QSJ2cnx,1J26iaZe,1u8Tx5hV,1y6qNOgl,1aHWHwbT,1NJUmDt6","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,杯墊,胸針,項鍊/墜子,手鍊/手環","髮叉,水果,art,可愛い,押花,elegant,新娘,飾物,可愛,天然石,3d打印,客製化,婚禮,婚禮小物．wedding,訂製．custom,handmade,創意．creative,髮飾,胸針,婚宴,優雅,狗狗的...,頭飾,手作り,重工,毛線織品．woolen,珍珠,葉子,ハンドメイド,設計,wedding,樹脂膠,bridal,可愛．cute,禮物,パワーストーン,手鐲,設計．design,giftideas,bracelet,シルバー925,大自然,鍍金,新藝術,華麗,髮梳,手作",0.328357852341,0.671642147659,"1cy1jf2o,1epNhRn1,192bv9ox"
3945,"elfland174,annys-workshop,mithx,alma-handmade,yi-ching","1Jb1TfEt,1DclLZq5,1rQuvLUb,1uwQhfr6,1nS17Vqg","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,零錢包","押花,髮束,可愛,浪漫,pink,簡約,natural系列,項鍊,handmade,鑰匙圈/鑰匙包,髮飾,胸針,飾品,紅色,手工,玫瑰花,禮品,設計,刺繡,lady,皮革,design,禮物,髮夾,黃色,手作",0.0984872237117,0.901512776288,0
3946,"minibobi,septemberroom,misalula,about-dream,newnoise,alikochenjewelry,mormorprint,greenrocktw,bowcafe,jo2handmade,nia","10yFPaq1,1MzRID9q,1PLPjF6b,1xp3ZbLS,16CHwnWN,1vJyR5VI,1e8J88f3,1bL4f858,16I_ckNy,1bzZnRl6,1JrGDIqM","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,杯墊,項鍊/墜子,咖啡,髮飾,陶器/陶飾","星星,pandant,fashion,手作　復古,cute,color,sweet,鑰匙圈,創意,仿皮繩,可愛,chic,girl,狗,咖啡,unique,手工大腸圈,geisha,natural系列,panama,handmade,蜂窩,玫瑰,萬聖節,pretty,禮品,women,限量,純銀,honeycomb,限量款,coffee,woman,髮飾,手工,handpainted,胸針,設計,jewellry,pendant,五角星,enamel,metalwork,時尚,cool,頸鍊,lovely,girly,gift,首飾,咖啡豆,bee,minimal,手工製造,necklace,design,大腸束,陶藝,hips,手作",0.0847275099204,0.91527249008,"1W57CxyJ,1qH6Xcon"
3947,"monkeycookie,goodtime-play-jewelry,arielsbouquetandbear,miniworld,emma-agency,hello-town,bekkasdzines,f956weisong,daffodil-handmade,twelveeighteen,uands,missvirgo,dooors,mini5-leather-craft-life,minipie-handtodo,woolmade,groovingthebeats,yushuan,noeud,boogiecat,bambinin-9,tathatabrand","1WMCFw3Y,17wozdTC,1X41wUUe,1UwGGbdH,1pbe6LdA,1H4Cabnc,1K5EVM23,1dHnwVGC,1SiyL_Xt,1kqEud7S,1tBT0526,1LajI2xk,1vHr9j1d,1nKVEBdT,1ErV2hDi,1XIRFigO,1YKKRgre,1CpJEK6C,1nqtWfZ1,1Vltebww,1ECuU02w,18hlEyry","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,圍兜/領巾/配件,髮飾,項鍊/墜子,鑰匙圈/鑰匙包,公事包","四角,chain,皮錶帶,胸章,手工製作,創意,鑰匙包,レッド,keychain,簡約,natural系列,水晶項鍊,限量款,設計,青,女生禮物,silver,14k金項鍊,胸针,gift,leather,耳環,天然貝殼花瓣,bag,u&s叔叔與妹妹,髮夾,>下午茶系列,手作,square,項鍊,鄉村,tricolor,design,シルバー,浪漫,イヤリング,blue,手工,tote,花冠,海洋,乾燥花,餅乾,earrings,red,生日禮物,パール,聖誕節,チェーン,天然瑪瑙石,粘土,迷你小相本鑰匙圈◆古典系列◆,客製化禮物,蝴蝶,帆布包,耳釘,ブルー,小物,文藝,可愛,徽章,朋友禮物,pearl,森林系,甜點,胸針,white,秋天,奶嘴夾,葉子項錬,夏天,禮物,禮品,手工皮革,交換禮物,動物,pierces,復古,赤,赤毛族,蛋糕,手工製造,公主,ホワイト,夏日,黑色純銀項鍊,工業復古風,u&s,情人節,everyday,ピアス,手提袋,大理石紋,handmade,蝴蝶結,叔叔與妹妹,髮飾,色彩,折疊袋,牛仔布,水晶珠,皮革,白",0.0592011201654,0.940798879835,0
3948,"kazuharinnu,little-oh,mshowfan,greenmissroom,tiyafei,handboycc,ac-march,a-mo,edie,omhandmade,ckoshxcko,33mm","1unDKuhh,1lyOUkIS,1uXOSrXH,1r2eBV3L,1uLte_1M,1haKscc6,1bvhJl8v,164LPz1X,1xAGnaxA,1h5M9Zsc,1F3_P2xV,1rEq7_wC","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,護照夾,胸針,針織羊毛氈材料,項鍊/墜子,上衣 (女),髮飾,茶","不規則上衣,手繪風,手工繪製,不對稱,yellow,鑰匙圈,創意,兔子,japan,迷你短夾,女人,好煩小姐,tishirt,女生上衣,情人節禮物,himalaya,illust,手感,手工印,限量款,插畫t,woman,個性,女裝,旅遊,台灣製造,小旅行,手印,鬆緊,彩度,設計版型,gift,插畫風,耳環,小洋裝,插畫t-shirt,手繪tee,下襬傘狀,療癒系,情人禮物,手作,捐印,art,女t-shirt,項鍊,彩色,旅行包,下襬不規則,下擺不規則,design,下襬飄逸,女上衣,客製,girl,下擺傘狀,手繪上衣,幾何,titicaca,夏裝,南美,情侶,女性,生日禮物,手工,印度風,小日子,illustration,原始,手繪t,thailand,客製化禮物,旅行ｔ,秘魯,手感棉,寵物,個性風,女朋友,傘狀,插畫感,下襬,複刻寵物,不對稱上衣,可愛,聖誕,飄移髮夾彎,女生,kawaii,旅行風,彩色系,台灣製,粉色,森林系,傘擺,蘑菇,胸針,下擺設計,缶バッチ,鬆緊帶,派對,夏天,文青感,交換禮物,canbatch,動物,女人味,復古,women,鳥,新年,套頭,不規則,髮帶,客製化,手工棉,插畫展,小清新,手繪,公平交易,dress,手工限量,手工製作,情人節,handmade,女孩,イラスト,台灣,耶誕,情人,插畫,mit,33小物,插畫tee,插畫風格,女tee,雞,禮物,幾合,女,薰衣草,旅行,護照夾,original",0.956458532803,0.043541467197,"1i-ZfEBM,17xWxugy"
3949,"kamijn,sodek,mana-kaban,wufenggoods,double-m,torinoko,abuda-glass,bluewaters,mikitomioka,davidloumang","1jGhPsPE,1vfHl3-h,1xDD0eaz,1TNoB86R,1QRKUSIL,19BaLArV,18HEtlTX,1l3aAOPq,1PbLO590,1kIiBove","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,項鍊/墜子,髮飾,iPhone 週邊","kingyo,リボン,七宝,森林系列,萌,catlover,貓奴,hair,貓,ネックレス,design,ギフト,天然石,大花廳戲台,japan,汪星人,cat,ribbon,可愛い,建築,着物,handmade,和文様,kimono,胸針,設計,情侶,バレッタ,プレゼント,限量款,japanese,アクセサリー,手工,ハンドメイド,brooch,手機殼,accessories,貓咪,ヘアアクセサリー,狗,goldfish,泰國,文様,tradition,present,禮物,和柄,パワーストーン,スギライト,barrette,gift,宮保第,創意,シルバー925,別針,古蹟,柴犬,手作り,海,可愛,霧峰林家,手作,手機保護殼",0.368673146752,0.631326853248,"1N6KJwbt,1md8MwcF,1MRhpeWu"
3950,"evanwuuu,doluwan,ckoshxcko,universe-girl,ggadream,daretodreamhk,baby_jewelry,stripes,acorn,mafiajewelry,lulucookies,insense,dorispainting,tina809269,julie,stephish","1Aqr6GMR,18hNUdG2,1SLzQoaE,1H8uKiRb,1ZRuCy5i,1nTBTOrA,12OeNkHW,1hn7wjOd,1NOBtuGm,16ZjHlyS,1IlLEJxJ,1TYZVEP0,1PxuAYXg,1Ma7DBkk,16_Wfkss,1yscsPjd","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,童鞋,鑰匙圈/鑰匙包,卡片/明信片","rocker,cute,skeleton,chain,patina,胸章,動物微型,創意,鑰匙包,gold,朋克,bangle,芳,newyear,優雅,women,搖滾,獨特,個性,horror,聖誕快樂,設計,獨一無二,珠寶,bead,unique,silver,時尚,gift,earring,leather,耳環,bracelet,biker,年,man,rock,清新,手作,butterfly,項鍊,手工藝,street,design,獨特耶穌,trendy,長夾,牙齒,情人節系列,聖誕節,jurassic,箭形,creative,環,hipster,扣針,搞笑,bird,純銀,手工,ufo,原野,pendant,客製化禮物,bronze,fabric,項鍊/墜子,barrette,童鞋,punk,slowlife,beige,垂飾,文藝,手鐲,可愛,徽章,飄移髮夾彎,ring,mafia,咖啡,hippie,pinkoi,unisex,鑰匙圈/鑰匙包,music,胸針,feather,lovely,stephish,皮革,禮品,手工皮革,型環,動物,兔,型格,復古,明信片,黥,romantic,skull,原創,手工製造,sculpture,fashion,modern,gothic,bones,愛,情人節,插畫,funny,vintage,handmade,textile,animal,手繪,sterling,designer,tattoo,槍,合金,leopard,hand,anatomy,silkscreenprint,brass,metalwork,jewelry,semicircle,禮物,愛情,卡片,手作禮物,森林樂園動物系列,hairaccessory,別針,侏羅紀解剖,edge,sawing,necklace,心臟,鮮艷",0.999764035532,0.000235964468084,"1QbzyNrS,1FisIOj1"
3951,"alma-handmade,frankness,jinny-boboo,matchwood,tanyu,alma-handmade,alikochenjewelry,marygo,funmay,iroto,maritakigawa,gudea,hireindeer,neconoco,woodenplant,metalize-productions,tzui,zhizhiren67,whenwereontheroad,looseygoosey","1oeIcRb_,1qAH3Etk,13SIjlMr,1zed2pwe,19dghV9a,1Trb6hur,1C1fNUQe,1bjZI1nE,1I6hFbLa,12igtn36,1HVLlEKt,1i6_Wyqh,1054Qb6s,1thNWuXY,1ZaZa9F6,1iSgu72C,13IeVRBb,18M7ZBGs,1fCWMc99,186OiaSQ","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,手鍊/手環,胸針,肩背包/斜背包,項鍊/墜子,化妝包/雜物包","針織,項鍊/墜子,客製化,項鍊,名入れ,下午茶,鑰匙圈,創意,動物園,design,情人節,季節限定,北欧,女人,文創,toy,簡約,natural系列,聖誕優惠,handmade,交換禮物,zoo,火花,可客製,情人節禮物,髮飾,胸針,飾品,純銀,流星雨,限量款,文化,可愛,手工,咖啡,包包,禮品,情人,owl,設計,玩具,打鐵,愛情,crochet,客製化禮物,七夕,运气,婚禮小物,禮物,吊飾,滑板,八卦,gift,tokyo,量身訂作,鳳山,耳環,レザー・アクセサリー,開瓶器,森,木,reindeer專屬,プレゼント,手作",0.967365191967,0.0326348080332,"15CH8iIk,1SRJaThk"
3952,"twine,vina,alma-handmade,ricebear2011,coqu-maho,cutfing,kingandsharlene,mithx,xxek,yabeworld","1ah728Kx,1n594jo8,10sbTHYX,1UbduhWL,1UoJP92S,1CEG_Xpf,14IF7lUV,1mVNx4Dk,1rUu7TCc,1dNd0VZD","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環","耳針,wood,手工繪製,鑰匙圈,design,b01項鍊,tire,handmade,羽毛,鑰匙圈/鑰匙包,鯊魚夾,bike,髮飾,胸針,a02純銅鍍色,手工,設計,項鍊/墜子,耳夾,耳環,柯基,花園系列",0.577695665134,0.422304334866,"11LICHS4,12MTN4XX,16KBHIzo"
3953,"dnsdesignoriginal,dephase,alma-handmade,peej,hakuneko,clumsyhands,edie,urlifestyle,femmezecret,skderhouse","1aqmSi0s,1jdtwmc3,1BAtRIDn,1IkIujsI,1CmjPlvz,1B3SPlxK,1hFpVVGh,1k907cJp,19B_u92Z,1jFJXArF","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,時鐘/鬧鐘,髮飾,髮飾","限量款,handmade,掛鐘,karlsson,創意,可訂製,可愛,圓形,鈕扣,個人專屬,簡約,natural系列,紫,雙面耳環,紫色,情人節禮物,髮飾,胸針,深紫,生日禮物,butterfly,手工,項鍊/墜子,禮品,兒童髮帶,交換禮物,設計,愛心,玻璃球,施華洛世奇水晶,客製化禮物,自選顏色,禮物,粉紅玻璃球,淡粉,髮夾,design,髮帶,手作",0.908031049908,0.0919689500916,0
3954,"torinoko,jundesign,mithx,art-minna,shius,bigu-story,od-bear,handmadefang,justknitting,pillowhug","1TCW2VNy,1uYLkiLO,1uFvcrtg,1QRwjbB_,1aaq0hpK,1qh18X69,1li4LEHM,1sbFtjPy,1C4bsbPQ,1iMSkIcw","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,卡片/明信片,胸針,戒指,項鍊/墜子,抱枕","膠珠,耳針,項鍊,浪漫,鑰匙圈,elegant,創意,design,聖誕,天然石,情人節,ピンバッジ,colorful,香港,粉色,handmade,情人,人,純銀,抱枕,手工,禮品,設計,青春,wedding,甜美,客製化禮物,好姐妹款,布置,婚禮小物,禮物,輕熟,情侶,閃亮,編織,銅線,髮夾,可愛,手作",0.310700148237,0.689299851763,1ml3oHvk
3955,po-to-bo,1MPshfoD,胸針,"pottery,陶器　手作　日本　brooch,handmade",0.364740511709,0.635259488291,"12Ta721W,1f1lh4hv,1eumUDA7"
3956,"yinke,hyphenhandiwork,maureencarnival,princess-neko,iroto,mermer,missvirgo,ses-handmade-silver,kayopan","1qGHdymW,1eAMPc9O,1RnPmqjj,1w3i0Yp_,1QTmLG93,1_VR6mIS,1yFFR5qY,12IQp0zc,1hF4aUqd","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,項鍊/墜子,耳環","彩虹,四角,square,ses,項鏈,旅程,項鍊,hyphen,植物,性別,design,徽章,浪漫,yinke,愛,手工,精靈,簡約,natural系列,handmade,花飾,葉,小狗,磁鐵,小花,蘑菇,mer．mer,閃石,森女,玻璃罩,小鳥,水晶球,遊記,閃爍,seaglass,碎花,禮品,刺繡,設計,愛心,樹,台灣製造,海玻璃,復古銅,復古,手作飾品,森林,禮物,胸章,漿果,水晶,耳環,別針,同志,純銀,蝴蝶結大腸髮圈,[玻璃小世界],silver,手作",0.355492403782,0.644507596218,0
3957,littlebrilliantdays,13qnYRXs,胸針,胸針,0.348438621043,0.651561378957,1WuuDVi4
3958,"kamijn,ionasilver,idojewel","1jGhPsPE,1cL4oeyH,1X6Z9pEV","胸針,項鍊/墜子,髮飾","項鍊,萌,catlover,貓奴,創意,design,客製化禮物蕾絲,情人節,純銀項鍊,南瓜頭,halloween2015,handmade,萬聖節,純銀,限量款,brooch,設計,貓咪,泰國,禮物,貓,cat,別針,可愛,手作",0.407094285531,0.592905714469,0
3959,"dodosworkshop,artificer,lazybones,claudia-workshop,edithjaz,h-manmaru,yuhuirustudio,toy-accessory,funkdesigner,alma-handmade,yarnball27","1TKLXwP5,1kuGMK8F,1ChAvalv,1myhUGiH,13zBxTbF,13pNRRBq,1y0x7ADJ,13SKhEHs,1VmpwZgi,1tZyqHUM,1sjK9HUv","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,個人畫像,項鍊/墜子,T 恤 (女),髮飾,卡片/明信片","項鍊,狐狸,植物,飾物,創意,可愛,月球,麋鹿,插畫,jaz,edith,台灣精品,治療,扣針,胸針,earrings,繡球花,健康產品,放鬆,T 恤 (女),人物,禮物,手繪,設計,心情,磷灰石,髮窟,懶骨頭追著狗尾巴,silver,個人畫像,項鍊/墜子,明信片,大自然,耳環,貓,免運,別針,手多多工作室,純銀,髮飾,輕鬆,髮帶,手作",0.308227652339,0.691772347661,"1ArziJin,1nfogWnw,1m3cxlZ5"
3960,"stab,bywe,themamascloset","1SqE6H6V,1gEV8mAq,1DjhsppE","胸針,項鍊/墜子,髮飾","時光寶石項鍊,手工,handmade,大腸圈,設計,創意,髮飾",0.90980172327,0.0901982767298,"1UleJrOk,1nfEYb31"
3961,"kid-catss,lachriselle,handmadebysherrychan,ifeelgoods,worthin,maobian,annys-workshop,stab,funmay,wingtaiwan,soandso,cutfing,mithx","1E3XfHmP,11edbJcE,1w8W6LuE,17leOR4M,1EXwHLGT,19ev7v79,1cqj6pVs,1Si3a37w,1GtdMqqz,15wHHPTd,1u2fXB8o,18P61J0B,1OXV0j23","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾","針織,戒指,押花,handmade,鑰匙圈,創意,動物園,design,輕熟瀏海夾,浪漫,独立设计,韓風自動夾,toy,鮑魚貝,項鍊,聖誕禮物,馬,zoo,可客製,情人節禮物,胸針,馬戲團,情侶,小生物,毛茸茸,手工,值得,禮品,設計,玩具,動物,crochet,客製化禮物,簡約,禮物,吊飾,worthin,耳環,髮夾,手作",0.219431313355,0.780568686645,0
3962,"anddear,toutan,moment,peej,ui,qucky,dnsdesignoriginal,beaandmon,sheshines,23rdnovember","1HsMYpL2,1oA99kwm,1mW7Ncyn,1PTJWrTo,1j6jOUoS,1Dvt5cRU,1vQCgNDD,11JUtQIy,1hnksRhm,1YrvkXUP","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,帽子,胸針,罩衫,項鍊/墜子,肩背包/斜背包","antique,木們,創意,design,雪紡,聖誕節好物推薦,台灣檜木,natural系列,vintage,handmade,花,不鏽鋼,好物推薦,原木,hat,禮贈好物推薦,個性,手工,禮物,禮品,手工皮革,設計,moment,動物,木頭,復古,皮革,項鍊/墜子,talkwood,leather,帽,耳環,交換禮物推薦,情人節好物推薦,可愛,古著,手工梳,母親節禮物,手作",0.114222570928,0.885777429072,"1KMqGh5M,1cHhqJ6D,14Wq9SqU,1TIbaCVH"
3963,"nolism,justknitting,alma-handmade,pengpeng-house,twinkletunnel,greenmissroom,silversparkle,le-groove,kerasoftwear","1LSszeL4,1VO6Dtgk,1GowdJTo,1t_Tu6Vd,1ODdYkVu,1DYJ6AQC,1xTem6cK,1f_aoL6g,14wmGTKh","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,項鍊/墜子,晚宴包/手拿包","泡泡,cute,膠珠,love,墜子,項鍊,掛飾,創意,design,銅線,音樂,披頭四,純銀項鍊,手工,吊咀,粉色,handmade,懷舊,森林系,髮飾,胸針,音符,限量款,客製化禮物,療癒系,colorful,十字架,設計,動物,迷幻,嘻皮,禮品,hippie,婚禮小物,禮物,鳥,閃亮,耳環,燕子,編織,別針,可愛,手作",0.661248594667,0.338751405333,"1MwX3Yx1,1LwvO8Fs,1dt5LKpR"
